region,annual_rainfall_mm,seasonal_rainfall_mm,cloud_visibility_km,humidity_percent,temperature_c,days_continuous_rainfall,river_discharge_cumecs,flood_occurred
Guwahati,1526.8,993.6,7.72,73.2,26.3,0.0,2792.5,0
Patna,2160.8,1548.8,5.74,68.0,25.8,7.0,3776.6,1
Varanasi,2073.8,1356.7,5.17,72.7,28.7,4.6,3713.2,1
Varanasi,1449.0,1074.0,6.6,69.8,19.3,1.0,2522.9,0
Kolkata,2200.4,1738.7,6.34,68.1,21.8,6.5,4350.7,1
Surat,3010.6,2641.2,3.13,71.2,32.2,6.5,6372.3,1
Lucknow,2106.6,1279.6,6.21,59.7,29.6,5.9,3817.8,1
Kochi,2168.1,1134.8,5.26,74.0,26.1,7.0,3898.7,1
Lucknow,2236.9,1272.4,6.72,67.4,32.9,1.0,2773.1,1
Chennai,850.4,439.4,7.28,48.6,26.4,1.5,1420.9,0
Kurnool,2099.1,1317.0,7.53,71.9,26.7,4.4,4153.0,1
Surat,1139.1,959.9,6.52,53.0,25.9,0.0,2437.9,0
Surat,1416.6,858.7,7.23,57.8,36.6,4.9,3085.3,0
Patna,3205.3,1657.0,8.13,70.5,29.9,7.3,4454.4,1
Kochi,1635.4,1120.5,6.63,80.3,29.8,8.1,3972.5,1
Chennai,1318.9,1182.2,6.34,70.6,30.9,5.3,2565.6,0
Kurnool,2549.2,1363.0,7.06,64.5,21.6,3.2,4095.6,1
Guwahati,1184.0,947.3,5.39,63.8,26.6,4.5,2858.3,0
Lucknow,1509.2,1238.3,8.07,71.7,30.8,7.1,3376.1,0
Kochi,2611.9,1647.1,6.86,78.5,29.0,5.0,3944.3,1
Bhubaneswar,1827.8,1332.1,7.06,65.6,37.8,6.5,3876.1,0
Chennai,785.0,506.0,4.64,58.3,26.9,0.0,1666.6,0
Chennai,2153.6,1223.3,6.44,61.1,32.8,7.4,3944.4,1
Surat,1542.3,989.8,5.86,68.0,32.2,5.2,2727.0,0
Surat,2800.9,1380.5,7.61,73.7,29.6,0.0,3633.4,0
Varanasi,1406.0,1080.0,8.21,53.2,30.3,4.7,3095.6,0
Kolkata,2483.3,2044.1,5.3,71.1,27.8,3.4,4661.6,1
Patna,2954.2,1738.0,4.24,63.5,21.1,5.1,4447.0,1
Bhubaneswar,1246.9,878.9,9.15,63.9,30.4,4.5,3192.3,0
Kolkata,1674.4,928.4,7.11,56.0,30.7,3.1,2828.6,0
Kurnool,2052.6,1041.4,9.13,56.5,31.3,6.3,3212.0,0
Lucknow,1242.7,930.3,7.69,70.2,29.3,3.5,2764.9,0
Surat,1975.7,1008.3,7.77,63.1,32.9,3.6,3532.0,0
Kolkata,1653.8,1326.2,5.99,66.7,25.5,7.0,4449.5,1
Chennai,1640.7,939.0,8.92,66.1,34.9,2.7,2963.7,0
Varanasi,1831.8,1499.0,6.77,74.4,25.0,5.4,4203.4,1
Guwahati,1846.3,1137.0,8.51,62.8,28.6,4.3,4292.0,0
Guwahati,1906.5,1174.4,7.04,63.3,31.7,4.1,3593.7,0
Kolkata,1410.8,1111.3,6.93,62.7,26.9,6.3,3634.3,0
Chennai,1439.1,978.1,7.94,70.3,32.0,2.2,2744.9,0
Chennai,1722.9,931.1,8.98,63.0,27.6,1.7,2824.3,0
Guwahati,1770.9,1474.6,7.28,66.6,29.5,3.2,2622.5,1
Patna,1514.7,913.5,7.58,65.6,28.3,0.0,2855.4,0
Varanasi,2010.6,997.7,5.2,75.0,26.7,6.6,2877.1,1
Kochi,620.4,395.3,9.5,59.0,38.0,0.0,1224.3,0
Chennai,1325.2,938.6,5.79,61.9,25.6,2.9,2280.3,0
Kochi,1618.0,1172.2,6.88,77.3,19.9,7.4,3499.0,1
Patna,1243.5,1027.2,7.05,72.3,25.8,3.4,2925.3,0
Guwahati,2859.0,1983.1,3.45,80.1,29.5,8.2,5711.0,1
Kolkata,1812.3,998.0,7.65,61.0,27.5,0.8,3204.9,0
Kolkata,1914.9,1087.2,9.41,61.2,33.1,6.7,4341.7,0
Guwahati,1485.9,736.1,7.49,50.7,32.9,2.4,2456.7,0
Kochi,1789.7,1398.1,7.18,73.5,27.7,3.0,3592.4,1
Chennai,1010.1,502.7,10.0,60.0,22.3,0.0,2016.7,0
Kochi,1689.6,1220.9,7.68,55.3,23.9,7.8,3592.5,0
Lucknow,1190.9,855.8,6.85,70.0,28.9,1.9,2185.6,0
Patna,1619.7,1301.4,6.81,64.8,22.7,2.7,3322.2,1
Kurnool,300.0,145.1,9.7,55.0,27.5,0.0,1047.6,0
Kochi,1066.8,577.5,9.77,51.2,34.7,2.2,1274.7,0
Chennai,2751.6,2364.4,5.48,79.4,30.4,8.9,6547.2,1
Guwahati,2339.8,1655.4,2.7,73.0,29.2,6.9,4702.1,1
Varanasi,2657.4,1743.1,4.61,70.5,24.8,6.8,5071.2,1
Kurnool,2702.0,2125.0,4.61,71.7,29.7,9.0,5076.1,1
Kurnool,2237.4,1915.6,4.05,88.1,28.0,6.4,4749.4,1
Chennai,1505.6,855.7,3.49,55.5,30.0,7.2,2923.4,1
Chennai,1125.8,963.3,6.52,59.4,31.9,2.5,2754.4,0
Patna,2545.4,1269.9,6.62,70.8,32.6,7.3,3949.2,1
Patna,1842.0,1639.3,5.21,63.8,29.5,4.7,4667.5,1
Kurnool,3421.1,1793.3,4.34,64.7,31.0,3.6,4504.5,1
Bhubaneswar,1562.7,890.4,7.53,69.9,27.0,0.0,2106.2,0
Kochi,3082.4,1521.1,6.43,72.4,33.5,6.1,5147.3,1
Guwahati,1698.1,1378.3,5.86,70.4,25.5,7.3,4052.8,1
Kochi,2668.4,2382.7,5.61,77.7,28.2,6.3,5485.8,1
Kolkata,2902.8,1694.2,5.73,66.2,33.9,4.4,3621.6,1
Patna,1135.1,677.1,7.01,59.6,27.1,3.2,2442.0,0
Varanasi,1484.8,854.5,6.33,62.3,23.6,3.1,2985.4,0
Patna,1128.6,586.5,7.94,65.4,27.4,1.0,1514.1,0
Guwahati,1000.5,804.8,8.9,64.8,34.6,0.4,2541.5,0
Patna,2233.6,1066.1,6.18,59.1,19.9,4.5,3290.2,1
Kochi,1672.2,1480.7,6.8,73.1,29.4,6.7,3556.5,1
Guwahati,1834.0,1590.6,6.0,59.3,26.5,6.7,4723.1,1
Chennai,2161.6,1087.9,9.23,62.9,28.3,4.0,3131.6,0
Kochi,592.7,407.9,9.01,51.8,27.6,0.0,1083.9,0
Lucknow,2636.4,2364.3,3.38,71.3,32.8,9.2,6541.9,1
Surat,1573.1,1311.5,7.34,78.4,29.2,5.2,4163.5,1
Surat,2146.1,1656.4,6.6,61.2,33.0,3.4,3727.3,1
Surat,2203.5,1013.8,6.77,59.3,34.1,3.1,3110.5,0
Guwahati,2691.0,1293.8,5.29,69.8,29.1,5.4,3860.5,1
Lucknow,1731.8,1398.1,6.92,64.8,27.6,4.9,3878.6,1
Guwahati,419.6,259.9,8.98,58.3,30.5,0.0,1061.6,0
Lucknow,1837.1,1379.3,4.71,76.1,31.3,3.7,3669.4,1
Kolkata,1930.5,1510.8,6.36,72.6,24.4,4.1,4382.2,1
Lucknow,1127.7,721.7,7.16,58.7,29.9,3.7,2710.8,0
Surat,1895.9,975.5,5.62,63.0,28.0,8.7,2832.4,1
Kochi,1565.3,976.8,6.9,67.0,27.3,3.8,2157.7,0
Varanasi,927.2,780.7,9.14,65.9,26.2,0.4,1514.3,0
Patna,2236.5,1339.6,7.8,67.3,26.5,4.5,3212.0,1
Surat,1433.6,685.5,8.99,63.4,34.0,2.5,2032.5,0
Lucknow,1535.9,1354.0,6.73,69.4,27.5,6.4,3826.5,1
Kolkata,1499.3,1133.9,7.59,64.7,33.6,6.6,3606.0,0
Kolkata,2603.1,1804.9,5.52,67.7,29.5,9.3,5153.9,1
Kurnool,1773.4,1459.7,4.98,72.7,24.5,6.4,4171.6,1
Varanasi,1851.4,1175.7,5.84,67.4,29.8,4.3,3884.7,1
Guwahati,1513.6,1352.1,5.77,54.8,24.2,7.9,3507.0,1
Chennai,2100.9,1756.1,7.06,66.0,31.4,5.7,4774.8,1
Kolkata,2677.1,1542.6,7.19,66.1,28.2,5.7,4392.2,1
Bhubaneswar,2221.1,1370.4,5.21,66.2,32.4,4.5,3299.0,1
Kolkata,2246.5,1289.7,6.64,73.9,34.7,0.4,3384.1,1
Kochi,2194.0,1638.3,5.35,89.1,22.1,8.5,4915.5,1
Kochi,902.8,666.0,7.82,46.3,27.2,3.8,2433.3,0
Kochi,1230.5,843.1,7.0,64.5,24.2,0.0,1350.4,0
Kochi,1666.8,1474.5,7.71,68.8,37.6,7.3,4721.0,1
Bhubaneswar,1328.2,880.0,7.49,61.9,27.2,2.6,2784.4,0
Surat,1108.1,889.4,7.72,66.3,23.7,5.2,3186.3,0
Lucknow,583.1,435.1,8.76,59.8,38.0,1.7,434.2,0
Surat,924.8,631.8,6.94,58.6,26.1,0.0,1724.6,0
Kochi,1633.3,765.9,7.88,62.1,22.5,2.8,1944.5,0
Guwahati,1754.9,1308.9,7.7,70.2,24.4,2.9,4026.9,0
Chennai,1284.5,949.5,8.97,66.4,29.6,1.0,2186.4,0
Varanasi,1851.3,937.1,6.12,64.6,29.2,5.1,3694.1,1
Varanasi,1518.0,1226.8,5.05,62.6,25.7,5.2,4016.7,0
Patna,2508.9,1656.2,5.82,86.9,27.1,9.0,4949.3,1
Surat,1694.9,1010.0,8.43,66.3,29.2,2.9,3416.5,0
Lucknow,2252.6,1848.9,5.71,76.3,34.3,4.8,4323.0,1
Bhubaneswar,1932.1,1168.0,7.6,62.5,30.3,5.5,3257.4,0
Kurnool,888.7,648.6,6.54,62.0,26.7,0.7,2418.3,0
Chennai,1741.1,1267.6,6.0,67.6,28.1,4.0,3182.5,0
Kurnool,996.8,472.3,6.01,47.8,32.1,2.8,1451.1,0
Guwahati,1729.7,1107.5,6.84,60.7,35.7,3.8,3116.3,0
Bhubaneswar,1315.7,723.9,5.48,57.1,24.6,1.6,1947.7,0
Guwahati,2048.3,1105.7,8.46,61.4,33.5,1.2,3680.5,0
Kochi,927.5,690.7,9.65,54.8,27.7,4.4,2878.6,0
Chennai,1809.6,823.6,7.79,62.7,22.5,2.2,2321.7,0
Bhubaneswar,2172.1,1924.6,3.48,80.8,21.7,8.2,4849.0,1
Surat,2389.9,1500.7,6.51,69.4,34.3,6.4,4405.9,1
Kurnool,1303.3,761.7,9.82,54.8,34.8,4.9,3239.2,0
Lucknow,1811.5,1565.1,6.48,63.0,26.7,5.2,4357.6,0
Kolkata,1919.7,1284.3,7.9,64.4,28.2,4.0,3206.2,0
Varanasi,2805.6,2038.1,4.35,65.0,21.9,5.2,4514.1,1
Lucknow,837.1,638.8,7.09,62.6,32.0,1.2,1946.2,0
Surat,1207.8,1017.1,7.12,72.3,28.9,4.4,3281.3,0
Varanasi,3622.9,1841.8,3.21,68.2,22.8,5.0,4531.8,1
Surat,1622.5,789.7,10.0,62.6,29.8,3.5,3043.8,0
Guwahati,570.9,512.2,8.49,57.1,23.4,4.8,2507.6,0
Varanasi,1421.3,645.3,8.99,57.1,31.2,1.4,2230.2,0
Kochi,300.0,230.6,8.47,58.2,24.7,0.0,1418.1,0
Kolkata,1956.6,1418.5,4.59,63.9,30.3,4.3,3315.2,1
Kochi,2326.4,1625.3,7.39,64.9,26.4,3.0,3891.5,0
Varanasi,1207.4,970.3,6.07,54.1,19.5,6.2,2872.6,0
Chennai,1494.0,1339.6,6.85,67.5,33.0,5.0,3967.8,1
Surat,2400.4,1130.8,7.43,71.6,33.2,2.6,2742.3,0
Patna,662.4,481.2,8.49,63.6,26.9,0.6,1773.9,0
Varanasi,941.0,727.0,6.99,70.5,30.1,0.3,2075.1,0
Kurnool,1651.7,970.7,7.14,59.7,30.8,5.5,3451.9,1
Surat,1311.0,1116.7,5.93,70.2,30.9,7.7,3257.8,1
Kochi,1609.0,1054.9,8.0,57.9,35.9,0.8,2979.7,1
Chennai,978.6,512.8,8.97,63.9,30.7,3.9,1768.6,0
Patna,1939.3,1618.3,5.81,79.5,27.6,5.4,3971.9,1
Bhubaneswar,1703.0,1489.0,5.5,71.5,30.7,7.9,4374.7,1
Kochi,2157.0,1067.2,9.4,74.6,27.3,0.2,3222.6,0
Guwahati,1930.3,1521.5,4.62,65.2,24.7,6.0,3917.8,1
Guwahati,1934.3,1057.6,5.41,63.8,33.9,3.0,2354.5,0
Bhubaneswar,859.9,389.6,8.53,53.0,31.1,2.7,1450.6,0
Patna,2120.2,1202.7,6.49,66.1,21.6,4.5,3348.5,1
Kochi,1584.9,1323.0,7.71,68.6,26.3,4.8,4509.5,0
Bhubaneswar,1691.7,868.7,8.24,63.0,32.0,2.9,2871.4,0
Kochi,2481.4,1262.5,6.67,63.6,22.7,7.7,3695.1,1
Kochi,1332.4,1042.7,7.69,61.5,26.0,3.4,3031.7,0
Patna,2678.3,1695.0,6.19,72.4,39.6,7.9,5423.7,1
Kochi,2738.9,1415.5,8.61,66.9,27.7,6.4,4018.1,1
Bhubaneswar,2289.3,1267.1,6.91,59.6,33.3,6.4,3753.7,1
Chennai,1162.6,938.9,6.62,52.1,35.0,1.4,2492.5,0
Kolkata,378.9,276.8,9.09,53.9,25.4,2.4,1866.7,0
Lucknow,2501.2,1982.0,2.13,64.7,30.1,7.9,5100.1,1
Kurnool,1872.4,925.0,7.37,58.4,37.2,1.0,2930.5,0
Kochi,1315.6,863.2,8.75,60.3,30.8,2.7,3103.3,0
Patna,2562.8,2072.5,5.47,72.9,38.5,12.1,6227.7,1
Chennai,1240.0,706.3,8.23,57.4,26.5,1.8,2194.7,0
Patna,1524.3,802.0,8.4,75.4,36.2,2.2,1944.6,0
Kolkata,2141.2,1331.4,7.7,59.5,29.1,5.7,3794.0,1
Patna,1076.2,645.7,9.61,68.1,27.7,1.3,1845.8,0
Chennai,1728.8,922.3,7.9,62.4,31.6,3.6,2583.2,0
Guwahati,2507.9,2205.2,4.16,71.0,28.6,7.1,5524.6,1
Kolkata,1937.2,1292.9,4.03,70.2,28.7,5.5,3977.6,1
Kolkata,2610.8,1889.3,6.3,69.4,30.9,6.7,4758.2,1
Lucknow,2536.8,1279.8,7.17,61.8,21.8,8.5,3578.7,1
Kochi,1805.0,1307.8,6.71,77.6,25.8,4.8,3350.1,1
Kurnool,300.0,210.0,8.27,43.7,31.9,0.3,1891.9,0
Lucknow,1081.2,940.0,8.43,62.0,33.0,5.5,3367.3,1
Surat,2296.2,1459.3,5.91,69.4,30.4,2.5,3344.3,0
Kolkata,792.3,635.4,8.02,69.2,30.1,5.7,3141.6,0
Bhubaneswar,1587.6,931.8,7.33,61.0,30.6,1.4,2549.1,0
Chennai,2020.0,1435.3,6.74,84.0,32.8,7.6,5204.9,1
Kolkata,2755.2,2389.2,2.83,81.2,23.3,11.6,6593.7,1
Varanasi,1426.2,1043.0,7.76,50.2,27.0,2.7,3230.9,0
Surat,1381.7,1064.0,6.3,55.9,28.7,3.0,3409.5,0
Kurnool,1765.9,1490.8,5.37,69.9,29.8,5.2,4699.7,1
Kurnool,2028.1,1757.2,6.49,64.1,20.6,7.6,4700.6,1
Surat,1699.7,924.2,6.31,66.7,24.0,1.4,3185.7,0
Chennai,2482.0,1335.6,7.45,64.4,28.9,4.6,3509.2,0
Kurnool,1280.6,893.5,7.59,55.9,33.1,2.6,2576.9,0
Guwahati,1878.1,1686.5,3.87,64.5,27.3,3.8,4296.2,1
Lucknow,2089.4,1401.1,7.83,72.8,26.3,3.0,4048.5,1
Lucknow,1539.8,922.2,7.75,51.2,31.1,3.6,2759.7,0
Kurnool,2345.8,1622.8,6.26,76.0,27.7,6.1,5113.3,1
Chennai,1896.8,908.5,8.55,69.7,32.5,1.8,3177.6,0
Kurnool,2312.7,1225.2,8.37,64.1,28.1,4.6,3572.8,1
Lucknow,1926.2,995.9,7.47,55.6,24.5,2.3,2483.8,0
Varanasi,2044.7,945.8,8.04,66.9,34.7,6.0,3627.8,1
Varanasi,1388.9,1076.4,7.47,61.8,33.9,3.7,2342.6,0
Chennai,1390.0,829.1,7.25,53.4,25.2,5.2,3212.8,0
Bhubaneswar,2595.9,1365.0,4.67,78.8,30.6,1.6,3114.7,1
Kolkata,2213.1,1506.0,6.33,63.3,27.7,6.1,4745.6,1
Bhubaneswar,1135.1,676.0,9.49,52.3,31.5,3.6,1899.4,0
Surat,1917.6,1202.0,7.42,67.6,25.5,4.1,3188.3,0
Lucknow,300.0,177.6,7.92,56.2,32.5,0.0,1294.9,0
Chennai,1426.9,644.7,9.25,69.8,33.8,2.0,2444.4,0
Varanasi,2424.7,1842.1,4.99,69.4,25.2,8.2,4844.5,1
Chennai,1718.7,859.0,5.25,60.6,29.3,0.7,2296.3,0
Varanasi,1876.6,1029.6,8.29,66.3,33.9,5.1,3650.0,0
Kurnool,300.0,160.7,8.1,57.7,25.0,1.2,1638.2,0
Kurnool,1545.0,925.7,9.36,64.8,26.3,2.8,2665.3,0
Kurnool,2019.9,1054.6,8.37,66.2,31.6,3.4,2861.5,1
Chennai,2102.4,1274.3,6.36,67.5,28.4,4.7,3115.1,0
Lucknow,2425.5,1357.0,6.93,64.8,22.7,8.2,4332.2,1
Patna,1663.3,794.3,10.0,67.2,27.7,3.6,2983.7,0
Guwahati,1692.3,1424.5,7.37,65.7,36.0,3.3,3817.8,1
Varanasi,934.1,548.8,8.52,64.8,37.3,1.1,1552.0,0
Lucknow,1667.1,821.7,10.0,70.8,26.5,0.7,3076.1,0
Bhubaneswar,980.0,671.0,8.11,57.0,25.3,0.0,1166.4,0
Surat,598.9,302.7,9.45,72.2,27.2,0.0,1696.2,0
Surat,1094.6,873.4,6.49,58.6,36.2,3.4,2867.4,0
Kurnool,2780.6,1328.3,4.65,62.8,32.4,7.4,4261.8,1
Guwahati,1624.1,1070.4,6.76,67.9,34.9,5.9,3116.5,0
Varanasi,1942.9,1699.5,5.69,73.0,33.0,3.8,4259.8,1
Kochi,1466.2,764.7,8.13,62.4,23.7,1.2,2434.8,0
Lucknow,636.1,343.9,7.16,63.0,25.2,0.0,1384.7,0
Lucknow,2408.5,1734.6,6.3,72.2,26.2,1.1,3339.4,1
Kochi,388.1,345.7,7.8,70.5,26.9,0.9,2217.4,0
Patna,1439.4,897.6,8.14,62.8,26.3,4.9,3258.9,0
Bhubaneswar,1764.5,1309.1,7.56,61.7,26.8,4.2,3678.7,0
Kurnool,1949.8,1011.1,6.78,60.8,31.6,1.1,2794.9,0
Surat,1327.8,980.7,6.22,66.7,29.5,1.9,3462.4,0
Varanasi,605.3,341.2,10.0,61.0,33.9,0.6,1186.5,0
Lucknow,1279.3,928.7,8.36,64.7,30.0,4.9,2673.1,0
Lucknow,1313.3,643.4,8.21,55.7,26.3,2.0,2534.0,0
Kurnool,1297.5,890.4,9.1,69.7,29.8,4.5,3127.3,0
Guwahati,2430.5,1353.4,6.53,78.9,23.0,4.7,3401.1,1
Patna,1011.2,765.2,7.08,62.1,19.8,3.2,3002.4,0
Patna,1995.6,1569.5,4.84,80.1,31.6,3.8,4199.8,1
Guwahati,1902.9,1582.6,5.8,74.5,33.1,4.4,3812.9,1
Kolkata,2424.3,2173.6,5.43,88.0,29.3,5.4,5552.2,1
Guwahati,1713.5,1125.2,8.48,68.0,27.4,5.3,3595.4,0
Lucknow,2314.2,1739.8,5.59,71.6,23.6,5.7,4582.9,1
Chennai,1688.1,773.6,9.08,67.1,33.7,0.0,2346.2,0
Bhubaneswar,2082.4,1785.2,5.22,68.6,31.0,7.4,5155.5,1
Patna,823.1,598.5,7.29,62.9,30.2,4.1,2736.9,0
Kochi,300.0,191.9,7.63,64.7,29.0,0.0,1188.3,0
Bhubaneswar,2045.4,1320.2,5.95,71.9,27.1,5.7,3757.4,1
Patna,2080.3,1645.7,4.38,69.7,24.5,5.5,4523.1,1
Bhubaneswar,2109.1,1740.1,7.77,72.0,30.0,2.1,4656.9,1
Kurnool,1458.8,1186.8,7.3,70.3,26.8,8.2,4173.0,0
Kurnool,2768.3,1881.8,5.13,76.4,27.3,6.4,4825.8,1
Lucknow,1501.1,926.2,9.3,67.9,35.9,3.8,2940.4,0
Bhubaneswar,2073.6,1815.4,3.96,73.5,28.8,5.3,5373.4,1
Kurnool,2186.5,1607.9,5.71,64.6,19.2,5.2,4622.2,1
Varanasi,2917.2,2026.4,7.11,69.4,26.9,7.7,5428.1,1
Kurnool,1593.9,1146.4,6.75,68.2,25.0,2.1,3568.0,0
Kolkata,1375.4,1008.8,9.91,69.1,28.4,7.0,3243.8,0
Lucknow,826.2,636.9,8.92,65.0,23.3,4.0,2556.1,0
Kolkata,2809.0,1963.3,6.49,68.7,30.7,8.1,6061.9,1
Kolkata,2073.9,1750.2,7.01,69.9,27.8,6.1,4938.7,1
Kochi,2094.5,1752.8,5.53,63.8,27.1,4.8,5182.8,1
Lucknow,3825.9,2483.0,3.34,69.1,29.6,11.1,6562.8,1
Patna,2011.3,1057.6,6.98,65.1,28.7,5.1,3119.6,0
Surat,953.5,676.5,6.88,69.3,28.5,1.7,2680.1,0
Patna,1672.7,1219.9,6.66,66.6,28.1,2.3,2534.7,1
Surat,1166.4,799.6,7.68,73.7,28.9,0.0,2311.3,0
Varanasi,1542.7,1312.5,8.39,65.9,30.4,4.8,4152.3,0
Surat,1538.3,756.6,8.44,62.0,29.9,2.2,2656.2,0
Kurnool,1418.4,821.8,10.0,56.5,33.5,5.3,2080.0,0
Kochi,894.4,750.9,5.42,59.7,26.8,4.7,2177.9,0
Lucknow,2835.1,2474.3,2.56,70.3,30.0,9.0,6293.2,1
Chennai,1994.3,1279.6,6.21,57.3,38.8,4.5,3830.2,1
Chennai,1653.4,887.4,9.13,56.0,28.8,0.9,2712.3,0
Surat,2292.5,1465.2,6.06,68.8,29.0,7.4,4326.6,1
Patna,2106.2,1380.1,4.76,63.1,23.9,4.9,4162.8,1
Chennai,1979.2,1353.4,6.17,64.3,26.1,6.1,4144.6,1
Bhubaneswar,2245.2,1287.6,5.27,69.1,28.6,7.0,3908.4,1
Varanasi,1887.1,1114.7,5.44,55.8,31.1,2.9,3370.3,1
Bhubaneswar,2235.6,1665.6,7.93,70.6,31.6,4.4,4064.5,1
Kolkata,2289.5,1670.9,5.33,75.2,30.3,11.0,5381.4,1
Varanasi,1905.8,1425.4,6.46,73.5,32.2,6.4,3789.4,1
Kurnool,1656.7,1026.8,7.07,67.4,25.0,3.2,3222.8,0
Kochi,2794.8,1680.8,5.42,69.9,31.0,8.6,5038.9,1
Kochi,1489.4,905.8,6.52,59.5,29.1,2.7,2630.8,0
Kurnool,2054.4,1803.8,5.07,70.8,29.5,7.2,5163.2,1
Guwahati,2069.0,1299.1,6.93,76.7,27.6,3.6,4183.8,1
Lucknow,1403.8,1014.6,8.76,65.8,25.2,3.6,2655.3,0
Kochi,1274.9,873.7,8.56,62.3,24.1,2.6,3068.4,0
Guwahati,1570.0,1325.5,5.16,70.4,30.3,3.3,4016.5,1
Patna,1480.1,911.9,8.52,63.6,31.0,3.8,2813.2,0
Patna,852.2,550.0,8.78,61.3,28.5,0.7,2196.2,0
Guwahati,1376.5,1141.5,6.23,63.9,28.9,5.3,3387.4,0
Guwahati,1973.0,1030.8,7.37,61.8,26.1,3.1,3533.0,0
Lucknow,2622.9,1881.7,5.87,78.0,31.0,3.4,3496.9,1
Varanasi,2160.4,1360.9,6.47,55.6,29.2,6.2,4568.4,1
Surat,300.0,268.1,9.42,60.3,27.5,2.2,1107.2,0
Bhubaneswar,2216.8,1717.2,4.66,67.7,32.5,10.7,5214.5,1
Kolkata,1437.2,653.6,10.0,49.5,31.6,2.4,1939.3,0
Varanasi,2094.5,1733.8,3.45,64.9,22.9,6.6,5317.2,1
Kurnool,1790.8,1372.5,7.03,67.2,29.2,5.9,3890.6,1
Kolkata,1674.8,1176.4,7.24,66.3,25.2,6.3,3456.9,1
Kurnool,1733.5,964.3,8.02,68.2,29.6,5.4,3632.8,1
Kurnool,1785.4,923.4,6.63,68.2,16.4,4.0,3233.0,0
Surat,2673.9,1959.4,6.35,63.5,29.8,7.0,5037.4,1
Lucknow,1787.2,1158.1,6.76,67.8,31.8,5.9,3193.8,1
Kurnool,2505.6,2099.0,3.44,78.4,28.6,7.5,5022.4,1
Patna,2410.9,1369.6,5.19,68.7,24.3,2.4,4061.3,1
Patna,2233.6,1645.9,5.91,72.9,36.8,3.0,4285.5,1
Kochi,638.7,358.9,6.93,46.7,33.6,0.7,1601.1,0
Kolkata,2525.8,1859.9,7.27,65.9,26.9,7.0,5182.1,1
Kochi,1502.4,708.7,9.05,69.6,28.0,7.5,2197.7,0
Patna,2265.2,1418.6,8.3,66.2,21.1,4.9,3811.7,1
Guwahati,1167.9,616.3,10.0,73.9,30.9,2.3,2069.3,0
Guwahati,1029.7,744.1,7.43,54.1,23.5,1.9,2758.5,0
Guwahati,3084.7,1827.7,4.4,80.9,31.7,7.9,4445.5,1
Chennai,1178.0,939.1,4.43,59.8,33.1,4.0,3387.3,1
Surat,2545.0,1276.5,6.16,71.7,28.7,3.3,4217.2,1
Surat,1877.0,1314.4,8.47,65.1,24.7,2.7,2807.1,0
Varanasi,1526.9,1095.0,6.11,65.6,34.0,3.2,3157.3,0
Chennai,1770.9,814.5,7.42,66.0,29.0,1.3,2617.6,0
Guwahati,954.3,444.9,7.88,55.3,29.4,1.1,2088.0,0
Kochi,1791.1,1054.4,7.52,69.4,25.3,4.1,2324.5,0
Kochi,1096.2,793.8,9.12,60.6,29.8,1.9,2588.6,0
Varanasi,1543.0,1362.7,4.72,68.4,28.2,7.8,4107.0,0
Kochi,2401.4,1178.8,5.35,49.8,23.7,6.6,3599.2,1
Guwahati,1965.2,1506.2,7.72,66.6,34.4,5.0,4938.6,1
Lucknow,836.6,637.2,8.86,68.4,36.0,0.4,1906.5,0
Surat,2353.5,1768.1,5.21,75.2,33.1,6.3,4924.1,1
Kurnool,1795.4,1224.9,8.6,71.4,32.5,4.2,3457.2,0
Bhubaneswar,1447.6,1281.2,5.1,66.9,36.1,4.5,3744.7,1
Patna,2285.3,1544.4,7.03,79.0,24.8,4.8,4377.0,1
Varanasi,1691.3,1399.1,6.26,69.4,24.8,3.0,4032.2,0
Varanasi,1042.3,592.2,8.83,56.4,27.3,2.2,1821.0,0
Kochi,3001.1,2439.4,1.35,82.2,30.2,8.1,6228.4,1
Chennai,1788.8,1607.1,5.57,75.1,27.8,5.3,4403.9,1
Chennai,1747.1,1501.7,6.91,72.4,24.9,5.6,3519.3,1
Bhubaneswar,1536.7,901.8,7.39,60.8,29.0,3.1,2417.2,0
Kurnool,2567.0,2132.6,6.05,76.0,28.6,7.9,5939.5,1
Kochi,1458.8,719.0,9.22,69.9,32.4,1.8,2126.9,0
Guwahati,795.8,600.8,7.09,63.3,29.2,2.9,3273.8,0
Bhubaneswar,1358.9,820.7,8.55,53.6,21.4,1.5,2847.1,0
Kurnool,2662.4,1987.2,3.91,69.2,30.5,5.0,5160.7,1
Chennai,2340.9,1487.7,6.19,64.4,35.3,3.6,4515.2,1
Lucknow,1634.2,742.1,8.54,57.2,29.1,1.3,2605.0,0
Kolkata,2692.6,1491.9,5.2,55.8,32.9,2.8,3898.7,1
Patna,2286.2,1072.4,7.94,76.1,27.0,0.5,2224.6,0
Kurnool,1626.7,1044.8,6.58,59.2,31.3,4.8,3521.9,0
Lucknow,1692.2,1401.2,5.69,62.9,26.0,7.6,4795.8,1
Kurnool,2014.1,1575.2,6.71,57.6,28.0,6.8,4216.9,1
Kurnool,1259.3,1013.7,6.28,69.4,28.0,2.7,2219.1,0
Kolkata,1802.9,1466.2,5.2,67.7,30.9,1.9,3237.0,1
Varanasi,2000.5,1235.1,7.85,64.1,25.7,4.9,4309.8,0
Lucknow,703.5,476.8,8.54,57.5,23.1,0.0,1690.2,0
